comment;rating;senti;lang
Сделкой довольна, получила то, что хотела;5;1;ru
Ну прям все отлично. Мне понравилось. Я буду заказывать и советовать всех;5;1;ru
Четко сработано. Рекомендую.;5;1;ru
Доставили быстро, товар качественный. Рекомендую продавца.;5;1;ru
Дорогая доставка бракованных изделий(не оптимальная упаковка). Менеджемент не клиенто ориентирован. Низкое качество ДСП и фурнитуры. Не умение работать с рекламациями.;1;0;ru
Прекрасный сервис. Доволен отношением и квалификацией сотрудников. Спасибо.;5;1;ru
Обслуживание отличное и по цене все нормально.;5;1;ru
Всё супер! Доставка оперативная.;5;1;ru
Все пришло качественно ;4;1;ru
Советую удевлен но работают оперативно,заказал сварочный аппарат наложенным платежом через час он уже был отправлен,спасибо все супер успехов компании 👍;5;1;ru
Спасибо за заказ!!! Хочу выразить огромную благодарность менеджеру Юлии, за её отзывчивость и компетенцию в её работе!;5;1;ru
Сделка прошла успешно , рекомендую.;5;1;ru
Выполнено в срок. Рекомендую.;5;1;ru
Покупали замовлення № 52726675 велосипед Azimut Energy 26 GD+. Магазин на высоте - качество, компетентность, скорость. Велик - просто СУПЕР! Класный дизайн, великолепное качество сборки и регулировки. Собрали за минут 30 из коробки. Уже накатали километров 12 по разным дорогам. Велосипед показал себя по всем показателям только на отлично! Огромное спасибо магазину! Удачи!;5;1;ru
Все отлично. Заказ принят и выполнен быстро, товар лучше чем ожидал.;5;1;ru
"Не рекомендую обращаться к данному продавцу, если вы хотите получить товар оперативно.
Я перед заказом уточнила наличие конструктора, ответили, что он в наличии. Я быстро утром оплатила деньги на карту, чтоб отправили. Но вечером мне позвонили и сказали, что конструктора в наличии нет и отправить смогут возможно через несколько дней. Так как мне нужно было срочно, то я отказалась. Мне деньги на карту вернули - тут проблем не возникло. Но осадочек остался! ((";1;0;ru
Очень понраивлось покупать у Вас. Супер работа);5;1;ru
Все очень оперативно. В кратчайшие сроки связались для подтверждения заказа и в тот же день отправили.Качество товара отменное.;5;1;ru
Заказываю товар не впервые. Всегда продавец связывается в течение 15 мин, уточняет заказ, дает толковые советы относительно товара и доставки. Все четко, вежливо, доброжелательно. Вернусь сюда снова. Рекомендую всем.;5;1;ru
Цена товара не соответствует указанной на сайте в 1,5 раза. Чистый разводняк.;1;0;ru
Товар соответствует как на фото и очень быстрая доставка. Я очень довольна! ;5;1;ru
Мне приятно было делать заказ, реально отлично!;5;1;ru
Купила 2 штормовки Мармот - себе и мужу. Менеджер подробно проконсультировал насчёт размера и других деталей, ответил на все вопросы, плюс предложил дополнительную скидку. Заказ прислали оперативно. Качество вещей отличное!;5;1;ru
Очень быстро работают и быстрая доставка. Я довольна! ;5;1;ru
Написал письмо с вопросом ответили что со мной свяжутся,прошла неделя,ни ответа ни привета.не серьезная организация.;1;0;ru
"Заказал,со мной связались,уточнили детали.После оплаты отправили быстро.
Рекомендую к сотрудничеству.";5;1;ru
Не успела сделать заказ, как в течение 30 минут уже позвонили. И посылочку отправили в тот же день. И товаром и обслуживанием довольна! ;5;1;ru
все было супер.перезвонили даже в воскресенье,отправили на следующий день.все так как было заявлено на сайте.советую.;5;1;ru
Встановив на Газель(3302), лампи супер. Світло ярке. В мокру погоду ще не їхав, на сухий асфальт добре!;5;1;ru
Заказал у вашей компании бидон фирмы Пинта в подарок товарищу! цена и качества товара на высочайшем уровне! Товарищь остался доволен подарком;5;1;ru
Выполнен заказ просто отлично, притензий нет.;5;1;ru
Никто со мной не связался, товар не получила.;2;0;ru
Все супер. Спасибо. ;5;1;ru
Рекомендация заслуженная, все супер);5;1;ru
Спасибо,  все супер );5;1;ru
Качество на высоком уровне, как товара, так и обслуживания.;5;1;ru
Заказ отправили быстро, но он мне не подошел, т.к. описание было неточным. Я заказывал баллончики с фреоном r-134a, но у них бывают разные размеры вентилей. Мне нужен был 12 мм, а в купленном - 14.  В принципе, виноват сам, должен был уточнить. Но хотелось бы, чтобы описание товара на сайте было точнее.;5;1;ru
"Обслуживание было осуществлено полностью в автоматическом режиме. Просто отправили товар, дополнительно не созваниваясь, поздним вечером пришло смс с номером накладной. Не скажу, что это плохо, но гарантийных обязательств я не получил, пусть даже устных. Товар, правда, оказался визуально абсолютно высочайшего качества, так что я просто с удовольствием его осмотрел в отделении ""Новой Почты"" и на свой страх и риск забрал. Сколько прослужит - будет видно. Первые впечатления от нескольких дней использования - крайне положительные. Придраться к изделию - не получается)))";4;1;ru
Все в порядке, не в первый раз заказываю тут, все быстро и качественно.;5;1;ru
Быстро и качественно;5;1;ru
Все круто. Рекомендую.! 5+;5;1;ru
"Спасибо большое за кресло,очень довольна за такую цену)))даже и не думала что будет настолько крутое) 
Довольна всем и обсуживанием и качеством товара)
Единственное что доставку службой Деливери ни когда делать не буду!у нас в отделение такие хамы работают ужас,кресло везти не хотели хотя была доставка до дома ,пришлось ехать самой и забирать!лучше переплатить получить значительней быстрее и привезут прям к дому";5;1;ru
Все отменно, быстро и не дорого;5;1;ru
Отличная работа! Спасибо!;5;1;ru
Здравствуйте!Заказывала осенью три сорта розы,саженцы в хорошем состоянии,никаких претензий нет,пока зацвело только две и одна из них к сожалению не соответствует сорту который заказывала.Заказывала Боинг,он должен быть белым,а зацвел ярко-ярко розовым.Травиатта соответствует сорту,а ещё одна Черри Бренди, жду когда зацветет;4;1;ru
Большое спасибо .Заказ выполнен быстро и качественно.Отдельное спасибо продавцам за то,что связываются очень быстро.;5;1;ru
Заказывала книги . Мало того, что цена на них была ниже, чем в других магазинах, так еще оказалась и скидка , которая приятно порадовала. Обслужили быстро. Магазин рекомендую.;5;1;ru
Сначала был товара на складе я ждал неделю, но потом не стало и сказали ждать 2 недели;1;0;ru
Посылку получила очень быстро, товар качественный. Спасибо большое. Рекомендую! ;5;1;ru
"Заказывала букет на день рождение начальнице. Букет очень впечатлил. Большой, красивый и яркий. Жду повышения! ;) Спасибо! Удачи вам!";5;1;ru
Отличный магазин! Качество товара супер, быстрая доставка. Советую!;5;1;ru
Довольна работой Ирины, все моменты оговорили, менеджер всегда на связи, ghjuekjxyjq коляской  EasyGo Optimo  довольна, уже катаемся!;5;1;ru
"Все.что было написано на сайте не соответствует действительности. ""Мутили""...,то есть товар,но не знают есть ли в наличии, то требовали 100% предоплату на каточку банка! Что совершенно недопустимо. Покупатель должен видеть товар,потом платить деньги!";1;0;ru
"Заказывала сумочку-клатч, покупкой очень довольна; и цена хорошая, и качество товара отличное. Отправка молниеносная (сегодня заказала -  завтра получила).
Большое спасибо магазину, рекомендую.";5;1;ru
Работа шикарная, быстро доставлено и по ценнику адекватно;5;1;ru
Товар понравился мне и ребёнку. Спасибо!;5;1;ru
Быстро, качественно. Рекомендую! ;5;1;ru
"НЕ СОВЕТУЮ НИКОМУ!!!
Ужасный магазин. Точнее, не магазин , а мошенники!
Связалась по телефону девушка, оговорили оплату. Отправила деньги. С того момента прошла уже неделя. Ни товара, ни денег. Звони неоднократно на тот номер. Не берут трубку либо сбрасывают. На сообщения не отвечают.";1;0;ru
Быстро, качественно. Рекомендую! ;5;1;ru
Спасибо Юрию за быструю связь и доставку. Опробовали чашу для мультиварки Редмонд. Все замечательно ;5;1;ru
"Покрывало не двусторонний мех,как указано на сайте.Строчка кривая и не аккуратная.И что удручает больше всего,эта так называемая ""травка""сыпется так,что в этой ""травке"" асболютно всё,постель,ковролин.Разочарована крайне";1;0;ru
Благодарю, все понравилось;5;1;ru
Покупкой осталась довольна. Менеджеры приветливы и внимательны к покупателю. Спасибо и рекомендую);5;1;ru
Я всем довольна. Все соответствует описании.;5;1;ru
Успехов, все круто и по деньгам просто отлично!;5;1;ru
Рекомендую  компанию Тессиль_мондо.Максим очень приветливый , ответственный продавец.Неоднократно покупала у него ткани  для одежды. Каждый раз   при получении заказа  была удовлетворена качеством как обслуживанием так и скоростью доставки. Буду ещё  заказывать ) Успехов Вашей компании и процветания🤗💵💰;5;1;ru
Супер обслуживание и все очень круто);5;1;ru
"Заказ выполнили в обещанные сроки и по хорошей цене!
Заведующий складом Тарас без возмущений согласился задержаться на час после окончания рабочего времени для того чтобы загрузить опоздавшую машину. Спасибо!!!
Надежная компания! Советую!";5;1;ru
Спасибо большое магазину мне помогли в выборе коврика и чехла для него. Товар пришел на следующий день после заказа, очень быстро, даже не ожидала. Спасибо!;5;1;ru
хорошее обслуживание;5;1;ru
Связались в течении 10 минут. Отправили в тот же день и на следующий день я уже была с купальником!;5;1;ru
Быстро перезвонили, быстро отослали, все в заказе правильно, единственное не очень хорошо запакованы были ткани : пленка разошлась и был по сути свободный доступ к ткани, так что повезло что там не было ничего мелкого, что могло выпасть, ну или вымазаться. Синтепон был запакован очень хорошо. ;4;1;ru
быстро выполнили заказ, размер нужный был, подошел, вопрос ставил не в размере, а в сантиметрах, заказывал обувь, плохого ничего немогу сказать...;5;1;ru
Приятные консультанты! При отсутствии желаемого товара предложили замену!;5;1;ru
Заказал шнековую соковыжималку на этом сайте. Товаром доволен, и как обещал продавец всё пришло в сроки.;5;1;ru
Никто и никак не отреагировал на мой заказ.;1;0;ru
связались быстро отправили в тот же день;5;1;ru
Я очень и очень рекомендую);5;1;ru
Всё выполнено пунктуально, претензий никаких, спасибо. Рекомендую магазин для тех, кого терзают сомнения ..);5;1;ru
Рекомендую.......... Все очень оперативно;5;1;ru
Приятно работать с профессионалами. Супер качество;5;1;ru
Купил забродный костюм, прислали в течении 3 дней в целом отличный магаз;5;1;ru
Все отлично!Все подошло!Товар хорошего качества!!!;5;1;ru
Отличный продавец, хорошее качество товара, соответствует описанию.;5;1;ru
Полное дерьмо!!!!!!!;1;0;ru
"Все понравилось, заказывал удлинитель юсб, на свои деньги качеством доволен.
пятерку не ставлю, хоть и все было отлично, чтобы был стимул.";4;1;ru
Заказал ламинат, пришел хорошо упакован в деревянном каркасе, после распаковки большее количество оказалось с поломанными углами, и за чего мне его не хватило. Дозаказанную упаковку мне привезли полностью убитую.;1;0;ru
Приятно покупать у мастеров своего дела. Очень шикарно;5;1;ru
Всё точно и быстро. Спасибо!;5;1;ru
Очень хороший магазин. Всё работает, быстрая доставка.;5;1;ru
Связались сразу после заказа,   на все вопросы ответили)  заказывала регистратор,  в подарок прислали мини компрессор) товар получила через день после заказа.  Оперативно!;5;1;ru
"Отправила товар обратно, не подошел.
убеждали что коричневый -это черный.
Прошло три дня, деньги не вернули!!!!
ВЕРНИТЕ ДЕНЬГИ !!!!!";1;0;ru
отправили оригинальный фильтр на ssangyong, за что им большое спасибо ;5;1;ru
Выбор отличный, по деньгам не обидели. Все прекрасно.;5;1;ru
Всё очень здорово, быстрая связь и товар соответствует всем параметрам. Рекомендую .;5;1;ru
Всем рекомендую!!!!!;5;1;ru
Производитель утверждает, что на пленке не остается следов от пальцев. Остаются как следы от пальцев так и следы от прикосновений к коже когда разговариваешь по телефону. Постоянно искажается цвет экрана. Остаются жирные цветные полоски. Надоедает протирать экран после каждого использования телефона. Снял пленку на третий день. ;3;0;ru
Выражаем огромную благодарность компании CRAFTinMETALL ,у которой мы заказали кованую скамейку и стол Это настоящие профессионалы своего дела ,способные удовлетворить самые строгие требования заказчика !Отдельное спасибо хочется выразить продавцу-консультанту Дмитрию,который полностью сопровождал наш заказ.Изделием мы очень довольны!!СПАСИБО! Всем рекомендуем .Реально круто!!!  Олег  Одесса.;5;1;ru
выслали фильтр, который не подходит к моему автомобилю ;3;0;ru
Хороший магазин, и вещи хорошего качества. Вежливые девушки.;4;1;ru
Заказываоа впервые в этом магазине. Обслуживание вежливое и своевременное. Товар пришел быстро и качественный. Рекомендую магазин!);5;1;ru
Заказ пришел вовремя всё отлично;5;1;ru
Толково объясняют, быстро высылают.;5;1;ru
Получил через пару дней товар. Всем доволен! ;5;1;ru
Всё просто отлично!!!;5;1;ru
Всё просто отлично!!!;5;1;ru
Наушники отличные!!!! ;5;1;ru
Дуже добрий магазин. Рекомендую;5;1;ru
Просто молодцы всё прошло нормально!!!!;5;1;ru
"Куплено 2 товара общей стоимостью 398 грн.
Товар некачественный.
Щётка осыпалась в первый же день применения.
Не рекомендую.на сайте производитель США ,а на упаковке Чина.";1;0;ru
Молодцы всё прошло отлично!!!!;5;1;ru
"Уже второй раз заказываю тут хну для жены. Быстрая отправка, качественный товар. Всё на высоте! 
Большое спасибо магазину за подарок!";5;1;ru
Отличный матрас, очень качественный, не стоит покупать матрас со всякими вставками типа стаканов и прочее. Рекомендую к сотрудничеству.;5;1;ru
Рекомендую и советую! Оплата была при получении, не знаю как с предоплатой!;5;1;ru
Заказ прошёл отлично!!!!;5;1;ru
Всё просто отлично спасибо большое!!!;5;1;ru
всё отлично, рекомендую! заказ выполнен в течение суток,сегодня заказала, завтра забрала уже. всё соответствовало описанию,цены очень приятные и доступные.Благодарна этому магазину, обязательно буду ещё у них заказывать! спасибо вам огромное!;5;1;ru
Супер качество, и реально быстро! Мне сказать ничего просто.;5;1;ru
отличный полотенцесушитель. красивый и большой.;5;1;ru
Качество товара отличное, упаковали заказ надежно. Рекомендую! Приятным моментом был подарок!;5;1;ru
"Доволен.
Порекомендую друзьям.";5;1;ru
Супер магазин. Рекомендую;5;1;ru
Не плохие стельки. Можно брать.;5;1;ru
Молодцы! Все быстро,четко-очень доволен обслуживанием!;5;1;ru
Работать можно без проблем, очень понравилось. Все супер);5;1;ru
Отправили в тот же день, хотя это была пятница и бывает в таких случаях магазины отправляют с понедельника. Товар выглядел как и на сайте, подарок порадавао получателя.;5;1;ru
Первокласные мастера! Компетентные, креативные! Несколько раз делала заказы - всегда довольна! Всем рекомендую и сама не раз еще обращюсь. Спасибо, ребята));5;1;ru
Вы молодцы. Спасибо за качество товара;5;1;ru
Очень понравилось обслуживание компании, быстро отправили, на следующий день получил, упаковано отлично и самое главное очень приятные цены по сравнению с другими компаниями;5;1;ru
Остались только приятные впечатления от заказа. Очень приветливые сотрудники, быстрая доставка и качественный товар!;5;1;ru
Все хорошо. Рекомендую.;5;1;ru
отличная компания, приемлемые цены;5;1;ru
Покупал жесткий диск на 160 гиг, никаких проблем все работает отлично. Хороший магазин, можно покупать.;5;1;ru
Я буду заказывать, мне выбор очень понравлся. Все круто.;5;1;ru
Рекомендую всем, очень долго мониторил цены на сайтах многих веломагазинов, оказалось что здесь цены на порядок ниже,а именно на две а то и на три тысячи ниже , что весьма приятно в наше время. И еще один не маловажный фактор все велосипеды уже собраны и отрегулированы, а это еще экономия в 350 гривен.;5;1;ru
Связались мгновенно! ООй какие умнички!  Доставила прямо на руки девушка необЬятной  красоты и улыбкой !!! С водителем познакомится не успел. Всех вам благ и здоровья, успехов в реализации всех ваших желаний! Очень сильно рекомендую, замечательные и светлые люди +++++++++++.  Для других - Учитесь!!!!!!  При первой же  возмозможности  покупки произвожу у ВАС, как и договаривались! ок?;5;1;ru
"Деньги за заказ перевел. Ни заказа, ни денег, ни Яниса.
Обман по полной программе. На кол таких продавцов";1;0;ru
Связались мгновенно! ООй какие умнички!  Доставила прямо на руки девушка необЬятной  красоты и улыбкой !!! С водителем познакомится не успел. Всех вам благ и здоровья, успехов в реализации всех ваших желаний! Очень сильно рекомендую, замечательные и светлые люди +++++++++++.  Для других - Учитесь!!!!!!  При первой же  возмозможности  покупки произвожу у ВАС, как и договаривались! ок?;5;1;ru
связались быстро продуктом доволен, спасибо!;5;1;ru
Рекомендую. Заказ был обработан в течении нескольких минут. Отправлен в тот же день. ;5;1;ru
"Заказивал форсунки для полива.
Все ок.";5;1;ru
Заказівала 20 лампочек. Пришло 19шт. Я так понимаю просто не поместилось в коробку. Мало того, что еще не подошли в ванную комнату по размеру. Оказались маленькими. f;3;0;ru
"По деньгам все отлично. Устроило все ""от"" и ""до"", я могу советывать смело.";5;1;ru
Оперативная работа.На следующий день уже получил товар.;5;1;ru
"Перезвонили сразу после оформления заказа.
Отправили в оговоренные сроки";5;1;ru
Заказал конвертер vga to s-video. Прислали быстро и по нормальной цене. Работает отлично. Правда на фото с сайта модель с +++, а прислали без плюсов, но судя по весу и функциям модель свежая.  Pal или NTSC выбирается не переключателями, а через экранное меню OSD. Настройки сохраняются при отключении питания.;5;1;ru
Всё супер ! Спасибо огромное !;5;1;ru
Шикарный магазин, позвонили через 15 минут. На следующий день уже доставили. Все быстро и качественно. Товар упакован отлично, возможно даже слишком, очень приятно что магазин заботится об этом. Цены очень приятные, купил отличную трубку за 260 грн. а в остальных магазинах цены на хорошие трубки начинаются от 400. Однозначно рекомендую этот магазин. ;5;1;ru
Всё прошло успешно! Товар отличный.;5;1;ru
Сделка состоялась. Качество товара соответствует стоимости. Всё работает. Компании удачных торгов и дальнейшего процветания. Всех благ.;5;1;ru
Очень хорошее обслуживание и качество.Супер! Очень осталась довольна и рекомендую;5;1;ru
Супер, приятно работать с Вами:);5;1;ru
Как и ожидалось, за такие деньги, пишет этот аксессуар не поддерживается.;1;0;ru
Замечательная компания ! Заказ выполнен в срок. Цена актуальная. Качество соответствует описанию. Буду работать с этой компанией постоянно. Всем рекомендую к сотрудничеству ! С Уважением Сергей Николаевич.;5;1;ru
"Ставлю ""отлично""! Консультант вежливая, посылку отправили быстро. Спасибо!";5;1;ru
Сделала в этой компании уже две покупки - 2 кожаных кошелька. Отличные цены и прекрасное качество! Это лучшее место для покупки кошельков, особенно если вы любите не только качество, но и эстетику, по очень приемлемой цене.;5;1;ru
"Спасибо! Не первый раз (для меня) отличились оперативностью и, что касается качества товара, порядочностью. Думаю продолжить с Вами ""работу"" заказать передние стойки ( Приора -оригинал).";5;1;ru
Заказ доставлен, я рекомендую;5;1;ru
лахатрон одиннадцать дней нет уже каказа и номер сбрасуют.крзлы;1;0;ru
Заказ клея водостойкого, оформили быстро и уже получил, цены немного ниже чем в других местах, выгодная и удачная покупка, спасибо.;5;1;ru
Заказывал комплетующие для сайдинга,  получил быстрее чем предполагал. Всем рекомендую  эту компанию. Отдельная благодарность менеджеру Елене, внимательна, учтива, доброжелательна. ;5;1;ru
Хороший магазин, Всем рекомендую;5;1;ru
Все сподобалось, дякую!;4;1;ru
отлично быстро и качественно;5;1;ru
С этим магазином впервые я имела дело пару лет назад. Тогда заказ я благополучно получила, расплачивалась при получении. И вот недавно снова решила сделать заказ и, помня первый положительный опыт, расплатилась при оформлении заказа. На следующий день так и не дождавшись звонка менеджера, я перезвонила сама, и он подтвердил мой заказ. Так как на сайте были заявлены сроки до 2 недель, я рассчитывала что хотя бы в срок до 20 дней получу заказ. Спустя это время, так и не дождавшись товара, я попыталась снова связаться с менеждером. Но он включил полный игнор. Вот уже в течение недели я не могу с ним связаться ни по телефону, ни по электронной почте, ни в чате, ни в группах в соцсетях. Оставляла заявку на обратный звонок - и также тишина. Последней попыткой было отправить сообщение в Фейсбуке основателю и хозяину этого интернет-магазина Роману Кежелису, но и он не отвечает на сообщения. если вам не нужна головная боль и впустую потраченные деньги, не связывайтесь с этим магазином;1;0;ru
товар не получил не связались;3;0;ru
Заказала платье. И то что пришло не соответствует  фото, ни ткань, ни фасон. Платье безобразное. Администратор на мое сообщение не отвечает. Крайне не довольна. ЭТО ОБМАН ПОКУПАТЕЛЕЙ!!! ;1;0;ru
"Купил детскую горку, даже с доставкой цена не запредельная, к качеству тоже претензий нет, довольны покупкой и ни разу не пожалели, магазин ""Постелюшка"" советую всем.";5;1;ru
Спасибо, заказ выполнен быстро и качественно. Всем рекомендую покупать здесь. ;5;1;ru
не перезвонили,не рекомендую ;1;0;ru
Обслуживание хорошее,свящаоись сразу оплата и доставка все в оговоренные сроки. Советую тут заказывать. Брала платье ща 205 грн. реально пришло очень хорошего качества вещь,в соответствии с фото и описанием. Честно,была шокирована. Спасибо огромное за вашу работу.;5;1;ru
Как всегда все на высоте!!! Отличный магазин! РЕКОМЕНДУЮ!!!;5;1;ru
Отлично, просто отлично! Я очень довольна как товаром, так и сотрудничеством с Hommy. Когда почему-то возникла сложности с выбранным мной способом оплаты, со мной связалась менеджер Ольга и предложила оплату наложенным платежом, причем разницу в цене компания брала на себя. Я потом созванивалась еще несколько раз, уточняла нюансы, и со мной общались очень любезно и терпеливо:)  Товар пришел быстро, картинке соответстовал, и с оплатой доставки тоже все было  в порядке. Большое спасибо!;5;1;ru
Спасибо за отличную связь, доставка - вложились в 2 дня, все хорошо;5;1;ru
"Покупала на данном сайте впервые.
Мне ОЧЕНЬ понравилось.
Во-первых, очень вежливые продавцы и вызывают с первого знакомства расположение, чувствуется профессионализм.
во-вторых, всё было оформлено за два дня.
Также, мне после отправки товара выслали сразу фото с Новой почты, а потом был звонок продавца о том, что товар объемный и 20 рамочек без машины не заберешь.
Спасибо за Ваш профессионализм и помощь в приобретении подарков!";5;1;ru
Оперативно, быстро, и с хорошим настроением! Спасибо!!! ;5;1;ru
Не прислали посылку, после оплаты;1;0;ru
Супер работа, по деньгам все очень отлично);5;1;ru
Совершенно и полностью довольна как и самим товаром, так и качеством работы интернет-магазина. Всем советую и сама еще не раз буду обращаться к вам! Спасибо!;5;1;ru
заказывал колпаки ланос пришли быстро магазин отличный всем советую;5;1;ru
"спасибо большое за наши сумочки.
мне очень понравилась.
а мама так вообше в восторге от подарка.
спасибо большое.";5;1;ru
Доставили все в сроки по адекватной цене));5;1;ru
"Обслуживание качественное.
Сроки оговорили заранее, выполнили заказ во время, качество соответствует цене.
Рекомендую.";5;1;ru
очень  доволен.Все  быстро  организовали.;5;1;ru
Быстро выполнили заказ,быстро отправили,всем доволен,компании благодарочка.;5;1;ru
"Всем рекомендую этот магазин! Все замечательно, для меня ""обувь-днепр"" развеяли миф о невозможности покупать обувь через интернет. Заказывала 2-й раз и снова размер подошел идеально, обувь отличного качества. Оба раза отшивали новую пару и в короткие сроки. Спасибо огромное, приду еще)";5;1;ru
Супер качество и достава отменная.;5;1;ru
Надежная компания, все вовремя и в срок, контактные сотрудники, предлагают всевозможные варианты;5;1;ru
Получили быстро, размер подошёл, качество хорошее. Спасибо) ;4;1;ru
Заказала клатч лак. Думала, на каждый день. Но когда открыла посылку, ахнула. Такую красоту - только на выход. Фото не отражает всю прелесть этой сумочки. Она не только яркая, но и переливается перламутром. Очень-очень довольна! Пришла посылка надежно упакованная и, как для цен Новой почты, ее пересылка оказалась недорогой. Спасибо. Компанию рекомендую.;5;1;ru
Все хорошо! Спасибо ;5;1;ru
Как всегда отличный сервис и лучший товар на рынке! Спасибо!;5;1;ru
Брюки пришли такие как на фото, всё нормально.;5;1;ru
отличный товар .хорошее качество всем доволен;5;1;ru
"все было просто щекарьно. Моментально отправили, моментально пришло. 
Единственный маленький минус который меня огорчил это что ""микса"" в товаре то небыло .... линейка ""беёнд севен"" это безлатексные презики, а мне в безлатексные презики намешали 50% латексных .... да недосмотрел Я... упаковки похожие ... но это обман невнимательного покупателя.";4;1;ru
Всё на высшем уровне! Рекомендую!;5;1;ru
Отлично, быстро и не дорого. Все понравилось.;5;1;ru
Большое спасибо за быструю доставку,носки-прекрасные,замена цвета- исключительная.;5;1;ru
"В целом - всё отлично: созвонились, уточнили, согласовали, передали. Все неточности были решены в процессе разговора. Товары из заказа ещё не использовал.
Продавца рекомендую к сотрудничеству!
Всем - мира и добра!";4;1;ru
получил все нормально, вех вам благ!;5;1;ru
"Отличное обслуживание!
Купленным инструментом и люверсами очень доволен. Качество на высоте.
Благодарен, желаю удачи и процветания бизнеса.
Владимир.";5;1;ru
"Товар не соответствует описанию, прислали севешенно не ту модель. Продавец общялся не дружелюбно, резко и не компетентно .... Работа с возвратом была сложной, после каждого звонка продавцу приходилось по долгу объяснять что к чему и почему. Заказывал доставку по ""новой почте"" наложенным платежом, это все обошлось почти 100 грн. Эти деньги не вернули!!! Почему я должен оплачивать ошибки продавцов?!?! Не рекомендую этого продавца!";1;0;ru
Очень оперативно все произошло. Сегодня заказ во второй половине дня, а завтра уже забрала у себя на отделении. Спасибо компании за это.;5;1;ru
